6140.05
5788.13
6233.04
6331.01
5905.12
6492.08
5905.14
6726.01
6948.10
5980.10
5779.11
5492.05
6173.08
6450.05
6364.07
6459.07
6197.08
5374.01
6072.06
6098.10
